id,name,formattedAddress,lat,lng,checkinsCount,tipCount,usersCount,visitsCount,likesCount,rating,categories_ids,categories_names,ratingSignals
4fe8c799e4b00ca0d1031f0b,Дворик M'N'K,"['просп. Григоренко (ул. Е. Пчилки)', 'Київ', 'Україна']",50.41433763181384,30.62671638345694,61,1,20,61,0,0,['4bf58dd8d48988d1e7941735'],['Playground'],0
55e467b5498ee04c0f57e90c,Lord's appatraments,['Україна'],50.413714301853524,30.626540213023556,8,0,4,10,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
50ca647ae4b029bc963ca5d1,Восторг,['Україна'],50.41459,30.625621,2,0,2,2,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
5641a86e38fa012315d24038,Маникюр у Катюхи💅🏻🏅👍🏻,"['Григоренко 1', 'Київ', 'Україна']",50.41460150636304,30.626712881545192,29,2,9,34,2,0,['4f04aa0c2fb6e1c99f3db0b8'],['Nail Salon'],0
53678219498e4a8213bd72f3,Ramos house,"['Проспект Григоренко 1', 'Київ', 'Україна']",50.41386303866877,30.626624099983292,8,0,1,8,0,0,"['4d954b06a243a5684965b473', '4bf58dd8d48988d103941735']","['Residential Building (Apartment / Condo)', 'Home (private)']",0
50faf8c5e4b0b8501f436d38,Roma's House,['Україна'],50.413983,30.62607,1,0,1,1,0,0,"['4d954b06a243a5684965b473', '4bf58dd8d48988d103941735']","['Residential Building (Apartment / Condo)', 'Home (private)']",0
579530b4498ee9590e07c355,G.L.O.B.A.L. place,"['Київ', 'Україна']",50.413956,30.626097,4,0,9,11,0,0,['4bf58dd8d48988d11a941735'],['Other Nightlife'],0
538347a5498eb7855e8f0122,григоренко 1,['Україна'],50.41444951786796,30.62618302228065,75,0,46,111,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
51b38723498e77488eba75ec,Крыша на Просп. П.Григоренко 1,"['просп. Петра Григоренка, 1', 'Киев, 02068', 'Україна']",50.414145,30.626483,67,1,58,174,3,0,['4bf58dd8d48988d130941735'],['Building'],0
51277847e4b0437a663ba17c,Шиномонтаж,['Україна'],50.413384,30.626602,83,3,61,84,6,5.9,['4bf58dd8d48988d124951735'],['Automotive Shop'],10
4fc3770ae4b074b879e940c9,Григоренко 1/7,"['Григоренко 1/7', 'Україна']",50.414531051583964,30.627068255622167,473,1,238,777,2,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
528e2771498ece6d9923fd92,Маршрутка 599,['Україна'],50.414353,30.62554,38,0,17,38,0,0,['4bf58dd8d48988d12b951735'],['Bus Line'],0
553285a0498e5f41b154c066,Natali's Apartment💎,['Україна'],50.41447260024829,30.625949259631472,219,0,163,442,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
5701678a498e4d907aac2c7c,магазин продукты,"['О. Пчілки 2', 'Україна']",50.415519,30.627504,15,0,2,15,0,0,['4d954b0ea243a5684a65b473'],['Convenience Store'],0
